instance_id,benchmark,language,file_count_bucket,harness,cond,arm,seed,model,status_taxonomy,legit,resolved,f2p_pass,f2p_total,p2p_pass,p2p_total,cost_usd,total_cost_usd,turns,tokens_total,patch_bytes,modified_files,wall_clock_secs,n_surfaced,first_gold_rank,acc@1,acc@3,acc@5,acc@10,recall@1,recall@3,recall@5,recall@10,n_gold,edit_precision,edit_recall,loc_metric
instance_internetarchive__openlibrary-4b7ea2977be2747496ba792a678940baa985f7ea-v0f5aece3601a5b4419f7ccec1dbda2071be28ee4,pro,python,3+,supercoder,off,SC-OFF,1,anthropic/claude-opus-4-7,unresolved,1,0,8,23,0,0,1.199043,1.512772,35,13279,10935,2,365.75,32,1,1,1,1,1,0.126,0.126,0.126,0.265,8,0.5407,0.0786,agent_targeted_v3
instance_internetarchive__openlibrary-4b7ea2977be2747496ba792a678940baa985f7ea-v0f5aece3601a5b4419f7ccec1dbda2071be28ee4,pro,python,3+,opencode,l1,OpenCode,1,anthropic/claude-opus-4-7,unresolved,1,0,15,23,0,0,2.179747,2.438051,57,29466,29885,4,334.69,64,1,1,1,1,1,0.141,0.1822,0.2701,0.382,8,0.5186,0.2658,agent_targeted_v3
instance_gravitational__teleport-cb712e3f0b06dadc679f895daef8072cae400c26-vee9b09fb20c43af7e520f57e9239bbcf46b7113d,pro,go,3+,supercoder,on,SC-ON,1,anthropic/claude-opus-4-7,git_history_leak,0,0,0,1,0,0,4.495181,3.828735,88,28007,6872,4,689.5,41,15,0,0,0,0,0.0,0.0,0.0,0.0,3,0.75,1.0,agent_targeted_v3
instance_gravitational__teleport-cb712e3f0b06dadc679f895daef8072cae400c26-vee9b09fb20c43af7e520f57e9239bbcf46b7113d,pro,go,3+,supercoder,off,SC-OFF,1,anthropic/claude-opus-4-7,unresolved,1,0,0,1,0,0,2.179403,2.224842,90,12352,4134,2,651.59,95,27,0,0,0,0,0.0,0.0511,0.0511,0.2009,3,0.0696,0.0,agent_targeted_v3
instance_gravitational__teleport-cb712e3f0b06dadc679f895daef8072cae400c26-vee9b09fb20c43af7e520f57e9239bbcf46b7113d,pro,go,3+,opencode,l1,OpenCode,1,anthropic/claude-opus-4-7,unresolved,1,0,0,1,0,0,0.696488,1.087887,56,15729,1171,1,290.35,25,,0,0,0,0,0.0,0.0766,0.1106,0.1106,3,0.0,0.0216,agent_targeted_v3
instance_future-architect__vuls-999529a05b202b0fd29c6fca5039a4c47a3766bb,pro,go,1,supercoder,on,SC-ON,1,anthropic/claude-opus-4-7,provider_truncation,0,,,,,,1.121933,1.288192,25,18024,4079,1,387.96,,,,,,,,,,,,,,
instance_future-architect__vuls-999529a05b202b0fd29c6fca5039a4c47a3766bb,pro,go,1,supercoder,off,SC-OFF,1,anthropic/claude-opus-4-7,provider_truncation,0,,,,,,0.513189,0.377932,17,6318,0,1,111.45,,,,,,,,,,,,,,
instance_future-architect__vuls-999529a05b202b0fd29c6fca5039a4c47a3766bb,pro,go,1,opencode,l1,OpenCode,1,anthropic/claude-opus-4-7,unresolved,1,0,0,3,0,0,1.169294,1.455533,50,20563,12421,1,402.5,6,2,0,0,0,0,0.0562,0.4545,0.8603,0.9841,1,1.0,1.0,agent_targeted_v3
trinodb__trino-3859,polybench,java,2,supercoder,on,SC-ON,1,anthropic/claude-opus-4-7,resolved,1,1,1,1,0,0,4.407757,4.516124,75,22140,3140,4,291.78,159,9,0,0,0,1,0.1078,0.1078,0.1078,0.4687,2,0.5188,1.0,agent_targeted_v3
trinodb__trino-3859,polybench,java,2,supercoder,off,SC-OFF,1,anthropic/claude-opus-4-7,resolved,1,1,1,1,0,0,6.80357,8.295731,115,27344,5256,3,794.52,77,17,0,0,0,0,0.0591,0.0591,0.0591,0.3799,2,0.5669,0.8901,agent_targeted_v3
trinodb__trino-3859,polybench,java,2,opencode,l1,OpenCode,1,anthropic/claude-opus-4-7,resolved,1,1,1,1,0,0,2.099265,3.02647,92,20008,2814,3,422.44,43,6,0,0,0,1,0.0352,0.0352,0.0352,0.4275,2,0.7385,1.0,agent_targeted_v3
huggingface__transformers-30556,polybench,python,2,supercoder,on,SC-ON,1,anthropic/claude-opus-4-7,resolved,1,1,3,3,21,21,0.80606,0.88218,30,9076,5762,2,148.46,17,6,0,0,0,1,0.0397,0.0397,0.0397,0.5766,2,0.5538,0.4541,agent_targeted_v3
huggingface__transformers-30556,polybench,python,2,supercoder,off,SC-OFF,1,anthropic/claude-opus-4-7,resolved,1,1,3,3,21,21,0.648654,0.724904,28,11433,5063,2,206.22,15,1,1,1,1,1,0.5494,0.5494,0.5494,0.5494,2,0.5283,0.3523,agent_targeted_v3
huggingface__transformers-30556,polybench,python,2,opencode,l1,OpenCode,1,anthropic/claude-opus-4-7,resolved,1,1,3,3,21,21,0.396239,0.659312,13,9370,714,1,110.5,36,12,0,0,0,1,0.0,0.0,0.0,0.4576,2,1.0,0.5161,agent_targeted_v3
instance_ansible__ansible-5f4e332e3762999d94af27746db29ff1729252c1-v0f01c69f1e2528b935359cfe578530722bca2c59,pro,python,1,supercoder,on,SC-ON,1,anthropic/claude-opus-4-7,unresolved,1,0,1,5,19,59,1.261512,0.575512,15,4386,1704,3,209.97,13,2,1,1,1,1,0.5035,0.5035,0.5035,0.579,2,0.6186,0.5347,agent_targeted_v3
instance_ansible__ansible-5f4e332e3762999d94af27746db29ff1729252c1-v0f01c69f1e2528b935359cfe578530722bca2c59,pro,python,1,supercoder,off,SC-OFF,1,anthropic/claude-opus-4-7,git_history_leak,0,0,0,5,59,59,0.705441,0.697083,32,6831,5127,2,155.02,33,24,0,0,0,0,0.0,0.0,0.0,0.0,2,0.5,0.5,agent_targeted_v3
instance_ansible__ansible-5f4e332e3762999d94af27746db29ff1729252c1-v0f01c69f1e2528b935359cfe578530722bca2c59,pro,python,1,opencode,l1,OpenCode,1,anthropic/claude-opus-4-7,git_history_leak,0,1,5,5,59,59,0.920252,0.626556,31,8258,2441,1,145.75,97,1,1,1,1,1,0.5,0.5,0.5,0.5,2,1.0,0.5,agent_targeted_v3
instance_future-architect__vuls-bff6b7552370b55ff76d474860eead4ab5de785a-v1151a6325649aaf997cd541ebe533b53fddf1b07,pro,go,1,supercoder,on,SC-ON,1,anthropic/claude-opus-4-7,unresolved,1,0,2,7,0,0,0.711153,0.704794,20,6665,4112,2,243.73,6,1,1,1,1,1,1.0,1.0,1.0,1.0,1,0.527,0.931,agent_targeted_v3
instance_future-architect__vuls-bff6b7552370b55ff76d474860eead4ab5de785a-v1151a6325649aaf997cd541ebe533b53fddf1b07,pro,go,1,supercoder,off,SC-OFF,1,anthropic/claude-opus-4-7,unresolved,1,0,0,7,0,0,1.311661,2.57588,46,18498,4540,2,308.3,49,27,0,0,0,0,0.0,0.0,0.0,0.1114,1,0.4483,0.9924,agent_targeted_v3
instance_future-architect__vuls-bff6b7552370b55ff76d474860eead4ab5de785a-v1151a6325649aaf997cd541ebe533b53fddf1b07,pro,go,1,opencode,l1,OpenCode,1,anthropic/claude-opus-4-7,unresolved,1,0,1,7,0,0,0.827939,0.852775,21,12548,3951,2,236.27,35,1,1,1,1,1,0.9201,0.9383,0.9667,0.9831,1,0.4509,0.9455,agent_targeted_v3
google__gson-2158,polybench,java,2,supercoder,on,SC-ON,1,anthropic/claude-opus-4-7,resolved,1,1,6,6,102,102,1.069326,0.866612,38,16504,4668,3,215.06,19,6,1,1,1,1,0.0,0.0208,0.0454,1.0,2,0.6761,0.998,agent_targeted_v3
google__gson-2158,polybench,java,2,supercoder,off,SC-OFF,1,anthropic/claude-opus-4-7,resolved,1,1,6,6,102,102,1.812655,2.724558,78,15411,5866,3,378.82,28,4,0,0,0,1,0.0231,0.0231,0.0231,0.5188,2,0.7826,0.8969,agent_targeted_v3
google__gson-2158,polybench,java,2,opencode,l1,OpenCode,1,anthropic/claude-opus-4-7,unresolved,1,0,1,6,52,102,1.27297,1.073855,30,11344,1936,1,269.86,33,5,0,0,0,0,0.0,0.0,0.0,0.0314,2,1.0,0.4473,agent_targeted_v3
huggingface__transformers-15795,polybench,python,1,supercoder,on,SC-ON,1,anthropic/claude-opus-4-7,resolved,1,1,1,1,9,9,0.449432,0.544541,20,11663,11617,2,127.15,33,2,0,1,1,1,0.0434,0.5252,1.0,1.0,1,0.5616,1.0,agent_targeted_v3
huggingface__transformers-15795,polybench,python,1,supercoder,off,SC-OFF,1,anthropic/claude-opus-4-7,resolved,1,1,1,1,9,9,0.433324,0.464786,21,6946,3465,2,163.65,5,1,0,0,0,0,1.0,1.0,1.0,1.0,1,0.4422,0.9401,agent_targeted_v3
huggingface__transformers-15795,polybench,python,1,opencode,l1,OpenCode,1,anthropic/claude-opus-4-7,resolved,1,1,1,1,9,9,0.955993,0.667108,31,10094,17464,2,137.34,57,1,1,1,1,1,1.0,1.0,1.0,1.0,1,0.4856,0.9516,agent_targeted_v3
instance_qutebrowser__qutebrowser-479aa075ac79dc975e2e949e188a328e95bf78ff-vc2f56a753b62a190ddb23cd330c257b9cf560d12,pro,python,1,supercoder,on,SC-ON,1,anthropic/claude-opus-4-7,unresolved,1,0,1,2,4,9,0.619751,0.854544,29,8096,2514,2,101.1,19,1,1,1,1,1,0.9009,0.929,1.0,1.0,1,0.5294,1.0,agent_targeted_v3
instance_qutebrowser__qutebrowser-479aa075ac79dc975e2e949e188a328e95bf78ff-vc2f56a753b62a190ddb23cd330c257b9cf560d12,pro,python,1,supercoder,off,SC-OFF,1,anthropic/claude-opus-4-7,unresolved,1,0,0,2,1,9,1.5722,1.673771,43,14099,6104,4,193.83,58,8,0,0,0,1,0.0447,0.0447,0.0447,0.8555,1,0.2152,1.0,agent_targeted_v3
instance_qutebrowser__qutebrowser-479aa075ac79dc975e2e949e188a328e95bf78ff-vc2f56a753b62a190ddb23cd330c257b9cf560d12,pro,python,1,opencode,l1,OpenCode,1,anthropic/claude-opus-4-7,leak_detected,0,,,,,,1.298621,1.228722,33,13757,4842,2,121.12,,,,,,,,,,,,,,
instance_navidrome__navidrome-de90152a7173039677ac808f5bfb1e644d761336,pro,go,1,supercoder,on,SC-ON,1,anthropic/claude-opus-4-7,resolved,1,1,1,1,0,0,0.27917,0.214872,6,1572,0,1,40.82,3,1,1,1,1,1,1.0,1.0,1.0,1.0,1,,0.0068,agent_targeted_v3
instance_navidrome__navidrome-de90152a7173039677ac808f5bfb1e644d761336,pro,go,1,supercoder,off,SC-OFF,1,anthropic/claude-opus-4-7,unresolved,1,0,0,1,0,0,0.44497,0.373582,17,2064,0,1,127.51,23,26,1,1,1,1,0.0525,0.0525,0.0525,0.0525,1,,0.0369,agent_targeted_v3
instance_navidrome__navidrome-de90152a7173039677ac808f5bfb1e644d761336,pro,go,1,opencode,l1,OpenCode,1,anthropic/claude-opus-4-7,unresolved,1,0,0,1,0,0,0.450344,0.709563,19,6781,0,1,101.07,13,2,1,1,1,1,0.9965,0.9965,0.9965,1.0,1,,0.0016,agent_targeted_v3
apache__rocketmq-7964,polybench,java,1,supercoder,on,SC-ON,1,anthropic/claude-opus-4-7,resolved,1,1,1,1,0,0,1.202437,1.745596,34,10598,5341,1,354.38,34,2,1,1,1,1,1.0,1.0,1.0,1.0,1,0.5025,1.0,agent_targeted_v3
apache__rocketmq-7964,polybench,java,1,supercoder,off,SC-OFF,1,anthropic/claude-opus-4-7,unresolved,1,0,0,1,0,0,1.577189,1.136414,25,13907,7536,2,327.95,33,7,0,0,0,1,0.0,0.0403,0.0403,1.0,1,0.3314,0.8835,agent_targeted_v3
apache__rocketmq-7964,polybench,java,1,opencode,l1,OpenCode,1,anthropic/claude-opus-4-7,resolved,1,1,1,1,0,0,1.671471,1.477261,39,13459,4822,2,533.91,27,1,1,1,1,1,0.963,0.9776,1.0,1.0,1,0.4799,0.9383,agent_targeted_v3
huggingface__transformers-15473,polybench,python,3+,supercoder,on,SC-ON,1,anthropic/claude-opus-4-7,resolved,1,1,24,24,13,13,0.810791,1.095901,38,9484,4811,2,256.19,8,2,1,1,1,1,0.2915,0.2915,0.2915,0.398,3,0.4423,0.3134,agent_targeted_v3
huggingface__transformers-15473,polybench,python,3+,supercoder,off,SC-OFF,1,anthropic/claude-opus-4-7,resolved,1,1,24,24,13,13,0.831375,0.635437,39,5635,5455,1,406.5,25,31,0,0,0,0,0.0316,0.0316,0.0316,0.2145,3,0.5537,0.2913,agent_targeted_v3
huggingface__transformers-15473,polybench,python,3+,opencode,l1,OpenCode,1,anthropic/claude-opus-4-7,resolved,1,1,24,24,13,13,0.811702,0.577292,15,7052,4257,1,108.54,11,6,0,0,0,1,0.0,0.0,0.0,0.306,3,1.0,0.3867,agent_targeted_v3
instance_ansible__ansible-6cc97447aac5816745278f3735af128afb255c81-v0f01c69f1e2528b935359cfe578530722bca2c59,pro,python,3+,supercoder,on,SC-ON,1,anthropic/claude-opus-4-7,resolved,1,1,8,8,55,55,3.36697,4.453913,77,28877,7002,6,451.04,48,2,1,1,1,1,0.1547,0.2011,0.2057,0.6978,7,0.5744,0.5648,agent_targeted_v3
instance_ansible__ansible-6cc97447aac5816745278f3735af128afb255c81-v0f01c69f1e2528b935359cfe578530722bca2c59,pro,python,3+,supercoder,off,SC-OFF,1,anthropic/claude-opus-4-7,resolved,1,1,8,8,55,55,3.454335,2.847546,88,21240,4959,6,344.14,76,3,0,0,1,1,0.0222,0.1414,0.2327,0.3335,7,0.9473,0.7076,agent_targeted_v3
instance_ansible__ansible-6cc97447aac5816745278f3735af128afb255c81-v0f01c69f1e2528b935359cfe578530722bca2c59,pro,python,3+,opencode,l1,OpenCode,1,anthropic/claude-opus-4-7,resolved,1,1,8,8,55,55,2.681585,2.151208,102,23722,7210,6,493.28,35,1,0,0,0,0,0.0,0.2296,0.5057,0.819,7,0.7326,0.5301,agent_targeted_v3
instance_future-architect__vuls-3f8de0268376e1f0fa6d9d61abb0d9d3d580ea7d,pro,go,3+,supercoder,on,SC-ON,1,anthropic/claude-opus-4-7,unresolved,1,0,8,25,0,0,0.595688,0.607654,14,4501,4979,2,137.29,7,1,1,1,1,1,0.2258,0.2258,0.2258,0.294,7,0.5421,0.127,agent_targeted_v3
instance_future-architect__vuls-3f8de0268376e1f0fa6d9d61abb0d9d3d580ea7d,pro,go,3+,supercoder,off,SC-OFF,1,anthropic/claude-opus-4-7,unresolved,1,0,8,25,0,0,0.332324,0.405139,22,5912,2937,2,163.15,33,18,0,0,0,0,0.012,0.012,0.012,0.012,7,0.5243,0.0237,agent_targeted_v3
instance_future-architect__vuls-3f8de0268376e1f0fa6d9d61abb0d9d3d580ea7d,pro,go,3+,opencode,l1,OpenCode,1,anthropic/claude-opus-4-7,unresolved,1,0,17,25,0,0,0.379833,0.366605,19,5883,11309,2,144.83,8,2,1,1,1,1,0.1594,0.383,0.607,0.607,7,0.5594,0.209,agent_targeted_v3
trinodb__trino-2081,polybench,java,1,supercoder,on,SC-ON,1,anthropic/claude-opus-4-7,unresolved,1,0,0,1,0,3,0.472584,0.452417,11,3461,0,1,64.82,16,,0,0,0,0,0.0711,0.0711,0.0711,0.0979,1,,0.0163,agent_targeted_v3
trinodb__trino-2081,polybench,java,1,supercoder,off,SC-OFF,1,anthropic/claude-opus-4-7,unresolved,1,0,0,1,1,3,1.446819,1.548339,51,12153,3783,2,1829.47,21,,1,1,1,1,0.0115,0.0115,0.0115,0.0115,1,0.097,0.0,agent_targeted_v3
trinodb__trino-2081,polybench,java,1,opencode,l1,OpenCode,1,anthropic/claude-opus-4-7,unresolved,1,0,0,1,1,3,0.40447,0.517146,21,3734,0,1,121.06,25,,0,0,0,0,0.0055,0.0055,0.0385,0.0385,1,,0.0001,agent_targeted_v3
keras-team__keras-19844,polybench,python,2,supercoder,on,SC-ON,1,anthropic/claude-opus-4-7,resolved,1,1,2,2,13,13,0.422394,0.412101,18,4621,852,2,104.91,22,3,0,1,1,1,0.0141,0.2553,0.4942,0.9603,2,1.0,0.9979,agent_targeted_v3
keras-team__keras-19844,polybench,python,2,supercoder,off,SC-OFF,1,anthropic/claude-opus-4-7,resolved,1,1,2,2,13,13,0.314896,0.402349,15,3574,720,2,101.32,22,1,1,1,1,1,0.4171,0.4171,0.5646,0.5646,2,1.0,1.0,agent_targeted_v3
keras-team__keras-19844,polybench,python,2,opencode,l1,OpenCode,1,anthropic/claude-opus-4-7,resolved,1,1,2,2,13,13,1.316024,1.939382,44,15514,3135,4,188.04,56,1,1,1,1,1,0.5183,0.5183,0.5183,0.5183,2,0.5329,1.0,agent_targeted_v3
instance_internetarchive__openlibrary-a48fd6ba9482c527602bc081491d9e8ae6e8226c-vfa6ff903cb27f336e17654595dd900fa943dcd91,pro,python,1,supercoder,on,SC-ON,1,anthropic/claude-opus-4-7,unresolved,1,0,3,4,0,0,1.934605,0.965105,39,9609,11577,2,219.02,39,1,1,1,1,1,0.9751,1.0,1.0,1.0,1,0.5256,0.991,agent_targeted_v3
instance_internetarchive__openlibrary-a48fd6ba9482c527602bc081491d9e8ae6e8226c-vfa6ff903cb27f336e17654595dd900fa943dcd91,pro,python,1,supercoder,off,SC-OFF,1,anthropic/claude-opus-4-7,unresolved,1,0,3,4,0,0,0.916473,1.884854,32,15460,14381,2,300.9,56,6,0,0,0,1,0.0151,0.0389,0.1271,1.0,1,0.4398,1.0,agent_targeted_v3
instance_internetarchive__openlibrary-a48fd6ba9482c527602bc081491d9e8ae6e8226c-vfa6ff903cb27f336e17654595dd900fa943dcd91,pro,python,1,opencode,l1,OpenCode,1,anthropic/claude-opus-4-7,unresolved,1,0,2,4,0,0,2.105127,2.029886,49,26723,16394,2,493.64,54,2,0,1,1,1,0.0199,0.5279,1.0,1.0,1,0.5371,0.9651,agent_targeted_v3
instance_future-architect__vuls-50580f6e98eeb36f53f27222f7f4fdfea0b21e8d,pro,go,1,supercoder,on,SC-ON,1,anthropic/claude-opus-4-7,unresolved,1,0,1,3,0,0,0.907301,0.694679,20,9472,7282,3,402.24,14,1,1,1,1,1,0.9967,1.0,1.0,1.0,1,0.5059,1.0,agent_targeted_v3
instance_future-architect__vuls-50580f6e98eeb36f53f27222f7f4fdfea0b21e8d,pro,go,1,supercoder,off,SC-OFF,1,anthropic/claude-opus-4-7,unresolved,1,0,2,3,0,0,0.711841,0.555182,23,11460,12104,2,214.63,15,1,0,1,1,1,0.0,0.5885,0.9654,0.9654,1,0.5105,1.0,agent_targeted_v3
instance_future-architect__vuls-50580f6e98eeb36f53f27222f7f4fdfea0b21e8d,pro,go,1,opencode,l1,OpenCode,1,anthropic/claude-opus-4-7,unresolved,1,0,1,3,0,0,1.083093,0.854362,37,9332,10324,3,226.74,14,5,0,1,1,1,0.021,0.4384,0.9714,0.9714,1,0.3085,1.0,agent_targeted_v3
huggingface__transformers-27717,polybench,python,3+,supercoder,on,SC-ON,1,anthropic/claude-opus-4-7,unresolved,1,0,0,1,48,87,1.744091,1.755407,27,31276,7139,2,463.16,26,1,1,1,1,1,0.4099,0.5457,0.7411,0.7411,3,0.6123,0.6327,agent_targeted_v3
huggingface__transformers-27717,polybench,python,3+,supercoder,off,SC-OFF,1,anthropic/claude-opus-4-7,unresolved,1,0,0,1,68,87,1.192437,1.31196,37,12096,5898,4,415.27,29,1,0,0,0,0,0.2633,0.5429,0.6793,0.6793,3,0.7375,0.6158,agent_targeted_v3
huggingface__transformers-27717,polybench,python,3+,opencode,l1,OpenCode,1,anthropic/claude-opus-4-7,unresolved,1,0,0,1,75,87,1.195486,0.981593,31,14886,8192,3,505.09,24,2,1,1,1,1,0.3456,0.4667,0.5959,0.7798,3,0.6287,0.6385,agent_targeted_v3
instance_qutebrowser__qutebrowser-bedc9f7fadf93f83d8dee95feeecb9922b6f063f-v2ef375ac784985212b1805e1d0431dc8f1b3c171,pro,python,3+,supercoder,on,SC-ON,1,anthropic/claude-opus-4-7,unresolved,1,0,5,17,218,260,0.127389,0.179239,8,2071,0,1,61.84,10,1,1,1,1,1,0.3712,0.5756,0.8392,0.9297,4,,0.0,agent_targeted_v3
instance_qutebrowser__qutebrowser-bedc9f7fadf93f83d8dee95feeecb9922b6f063f-v2ef375ac784985212b1805e1d0431dc8f1b3c171,pro,python,3+,supercoder,off,SC-OFF,1,anthropic/claude-opus-4-7,unresolved,1,0,0,17,141,260,0.14504,0.115021,12,2221,0,1,55.07,31,16,0,0,0,0,0.0,0.0,0.0,0.0504,4,,0.0,agent_targeted_v3
instance_qutebrowser__qutebrowser-bedc9f7fadf93f83d8dee95feeecb9922b6f063f-v2ef375ac784985212b1805e1d0431dc8f1b3c171,pro,python,3+,opencode,l1,OpenCode,1,anthropic/claude-opus-4-7,unresolved,1,0,12,17,185,260,0.132375,0.182278,10,2105,0,1,41.1,51,1,0,0,0,0,0.1674,0.5128,0.8378,1.0,4,,0.07,agent_targeted_v3
instance_flipt-io__flipt-d966559200183b713cdf3ea5007a7e0ba86a5afb,pro,go,3+,supercoder,on,SC-ON,1,anthropic/claude-opus-4-7,resolved,1,1,2,2,0,0,1.609238,1.575351,48,13113,4769,9,221.52,21,1,1,1,1,1,0.1484,0.3431,0.6022,1.0,7,0.847,1.0,agent_targeted_v3
instance_flipt-io__flipt-d966559200183b713cdf3ea5007a7e0ba86a5afb,pro,go,3+,supercoder,off,SC-OFF,1,anthropic/claude-opus-4-7,unresolved,1,0,1,2,0,0,0.660844,0.914286,52,7526,6480,7,212.0,22,1,1,1,1,1,0.3097,0.5044,0.7735,1.0,7,0.8184,0.9733,agent_targeted_v3
instance_flipt-io__flipt-d966559200183b713cdf3ea5007a7e0ba86a5afb,pro,go,3+,opencode,l1,OpenCode,1,anthropic/claude-opus-4-7,resolved,1,1,2,2,0,0,1.594831,1.76591,67,12080,4924,12,475.44,28,1,1,1,1,1,0.1337,0.2221,0.3437,1.0,7,0.9193,1.0,agent_targeted_v3
apache__rocketmq-7712,polybench,java,1,supercoder,on,SC-ON,1,anthropic/claude-opus-4-7,resolved,1,1,1,1,1,1,0.629965,0.641577,20,3523,1717,3,131.55,6,2,0,1,1,1,0.0922,0.5916,1.0,1.0,1,0.446,1.0,agent_targeted_v3
apache__rocketmq-7712,polybench,java,1,supercoder,off,SC-OFF,1,anthropic/claude-opus-4-7,resolved,1,1,1,1,1,1,0.46526,0.418538,17,4759,1312,2,260.31,14,5,1,1,1,1,0.0,0.0,0.1278,0.9001,1,0.5171,0.9585,agent_targeted_v3
apache__rocketmq-7712,polybench,java,1,opencode,l1,OpenCode,1,anthropic/claude-opus-4-7,resolved,1,1,1,1,1,1,0.348219,0.339679,24,7737,1896,2,152.01,6,1,1,1,1,1,0.9593,0.9711,1.0,1.0,1,0.4804,1.0,agent_targeted_v3
huggingface__transformers-3716,polybench,python,2,supercoder,on,SC-ON,1,anthropic/claude-opus-4-7,resolved,1,1,1,1,21,21,0.472702,0.306239,13,2314,2990,2,103.33,14,1,1,1,1,1,0.5374,0.5374,0.5374,0.5374,2,0.4604,0.4912,agent_targeted_v3
huggingface__transformers-3716,polybench,python,2,supercoder,off,SC-OFF,1,anthropic/claude-opus-4-7,resolved,1,1,1,1,21,21,0.373953,0.345499,15,4092,4764,2,125.73,16,9,0,0,0,1,0.0217,0.0217,0.0217,0.5885,2,0.5367,0.6099,agent_targeted_v3
huggingface__transformers-3716,polybench,python,2,opencode,l1,OpenCode,1,anthropic/claude-opus-4-7,resolved,1,1,1,1,21,21,0.406323,0.392055,18,7205,2606,2,143.56,32,4,0,0,1,1,0.0118,0.2807,0.4954,1.0,2,0.4842,0.6003,agent_targeted_v3
instance_qutebrowser__qutebrowser-9ed748effa8f3bcd804612d9291da017b514e12f-v363c8a7e5ccdf6968fc7ab84a2053ac78036691d,pro,python,1,supercoder,on,SC-ON,1,anthropic/claude-opus-4-7,unresolved,1,0,3,6,376,979,0.856944,0.632439,17,9712,6794,2,190.79,14,1,1,1,1,1,1.0,1.0,1.0,1.0,1,0.4925,0.9993,agent_targeted_v3
instance_qutebrowser__qutebrowser-9ed748effa8f3bcd804612d9291da017b514e12f-v363c8a7e5ccdf6968fc7ab84a2053ac78036691d,pro,python,1,supercoder,off,SC-OFF,1,anthropic/claude-opus-4-7,unresolved,1,0,3,6,349,979,0.679394,0.493782,23,8502,6951,2,397.23,18,7,0,0,0,1,0.0,0.0,0.0,0.8567,1,0.5233,0.9227,agent_targeted_v3
instance_qutebrowser__qutebrowser-9ed748effa8f3bcd804612d9291da017b514e12f-v363c8a7e5ccdf6968fc7ab84a2053ac78036691d,pro,python,1,opencode,l1,OpenCode,1,anthropic/claude-opus-4-7,unresolved,1,0,3,6,132,979,0.588955,1.085672,19,19793,9944,2,570.35,11,1,1,1,1,1,0.9651,1.0,1.0,1.0,1,0.5823,1.0,agent_targeted_v3
instance_navidrome__navidrome-3bc9e75b2843f91f6a1e9b604e321c2bd4fd442a,pro,go,2,supercoder,on,SC-ON,1,anthropic/claude-opus-4-7,resolved,1,1,1,1,0,0,0.748467,0.55503,30,6732,2935,4,216.82,14,1,1,1,1,1,0.5205,0.7994,1.0,1.0,2,0.6273,1.0,agent_targeted_v3
instance_navidrome__navidrome-3bc9e75b2843f91f6a1e9b604e321c2bd4fd442a,pro,go,2,supercoder,off,SC-OFF,1,anthropic/claude-opus-4-7,resolved,1,1,1,1,0,0,0.473996,0.531038,19,8149,2199,2,172.83,74,33,0,0,0,0,0.0,0.0013,0.0013,0.1142,2,0.4635,0.499,agent_targeted_v3
instance_navidrome__navidrome-3bc9e75b2843f91f6a1e9b604e321c2bd4fd442a,pro,go,2,opencode,l1,OpenCode,1,anthropic/claude-opus-4-7,resolved,1,1,1,1,0,0,0.391956,0.390489,25,7046,2839,2,271.41,36,17,0,0,0,0,0.023,0.023,0.023,0.0335,2,0.3859,0.4542,agent_targeted_v3
trinodb__trino-1512,polybench,java,1,opencode,l1,OpenCode,1,anthropic/claude-opus-4-7,leak_detected,0,,,,,,6.80608,5.502941,97,27860,7063,2,734.93,,,,,,,,,,,,,,
instance_flipt-io__flipt-1737085488ecdcd3299c8e61af45a8976d457b7e,pro,go,2,supercoder,on,SC-ON,1,anthropic/claude-opus-4-7,unresolved,1,0,0,1,0,0,1.093818,1.74258,28,10507,3594,3,265.03,24,1,1,1,1,1,0.3115,0.4252,0.5657,0.5657,4,0.3629,0.3001,agent_targeted_v3
instance_flipt-io__flipt-1737085488ecdcd3299c8e61af45a8976d457b7e,pro,go,2,supercoder,off,SC-OFF,1,anthropic/claude-opus-4-7,unresolved,1,0,0,1,0,0,1.838369,1.769825,58,11382,3017,3,293.53,47,33,0,0,0,0,0.0,0.0,0.0,0.1095,4,0.6526,0.4302,agent_targeted_v3
instance_flipt-io__flipt-1737085488ecdcd3299c8e61af45a8976d457b7e,pro,go,2,opencode,l1,OpenCode,1,anthropic/claude-opus-4-7,unresolved,1,0,0,1,0,0,2.653658,2.359434,43,14229,3680,3,391.72,27,6,0,1,1,1,0.0,0.1142,0.2772,0.4547,4,0.6799,0.5067,agent_targeted_v3
instance_flipt-io__flipt-2ce8a0331e8a8f63f2c1b555db8277ffe5aa2e63,pro,go,3+,supercoder,on,SC-ON,1,anthropic/claude-opus-4-7,unresolved,1,0,0,1,0,0,1.051497,0.881116,16,8499,4929,2,271.52,25,2,1,1,1,1,0.3595,0.3595,0.3595,0.3595,4,0.9391,0.5451,agent_targeted_v3
instance_flipt-io__flipt-2ce8a0331e8a8f63f2c1b555db8277ffe5aa2e63,pro,go,3+,supercoder,off,SC-OFF,1,anthropic/claude-opus-4-7,unresolved,1,0,0,1,0,0,1.599004,1.605207,35,9087,8829,4,499.59,46,3,0,0,0,0,0.0528,0.2576,0.4323,0.4323,4,0.7513,0.7299,agent_targeted_v3
